Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23
2012-05-31,38,13.8,17.5,0.0,3.2,2.0,SSW,33.0,W,S,9.0,17.0,67.0,74.0,1033.6,1030.8,6.0,5.0,15.9,16.6,No,No
2012-06-07,38,9.3,15.9,4.8,1.6,9.1,SSW,41.0,W,S,15.0,20.0,64.0,48.0,1023.2,1021.2,1.0,1.0,12.2,15.3,Yes,No
2012-06-15,38,10.8,21.5,0.0,1.6,3.5,N,30.0,NW,NNE,11.0,19.0,79.0,45.0,1016.7,1013.0,7.0,5.0,13.3,21.0,No,No
2012-06-25,38,6.2,20.4,0.0,2.2,9.8,WNW,35.0,NW,W,15.0,24.0,61.0,31.0,1027.9,1023.6,0.0,1.0,10.2,20.2,No,No
2012-07-06,38,10.2,14.2,21.0,1.8,5.8,S,48.0,SW,SSW,26.0,30.0,85.0,61.0,1033.1,1031.5,4.0,2.0,10.9,14.1,Yes,Yes
2012-07-10,38,7.8,19.4,0.0,1.8,2.4,NNE,54.0,NW,NNE,9.0,28.0,82.0,61.0,1026.7,1020.9,7.0,7.0,11.1,18.6,No,Yes
2012-08-05,38,6.5,22.6,0.0,1.6,7.7,NW,43.0,WNW,WSW,15.0,17.0,45.0,23.0,1016.1,1011.2,1.0,7.0,13.3,20.3,No,No
2012-08-24,38,12.2,20.5,6.2,7.8,11.0,NW,57.0,WNW,WNW,41.0,39.0,30.0,20.0,1014.0,1011.8,1.0,1.0,14.8,19.5,Yes,No
2012-09-02,38,7.2,20.2,1.0,3.8,11.2,E,31.0,WNW,ESE,15.0,17.0,55.0,41.0,1024.3,1019.8,1.0,1.0,13.3,17.5,No,No
2012-09-17,38,14.5,19.7,0.0,5.4,6.0,S,52.0,SSW,S,26.0,33.0,73.0,76.0,1019.5,1016.9,7.0,6.0,15.8,17.1,No,No
2012-10-04,38,14.5,33.6,0.0,7.2,11.4,NW,48.0,NW,W,15.0,26.0,26.0,11.0,1018.9,1013.0,0.0,0.0,24.5,32.6,No,No
2012-10-10,38,10.9,25.1,0.0,5.2,11.3,WNW,35.0,NW,SE,17.0,26.0,55.0,28.0,1011.7,1007.5,1.0,1.0,16.0,22.4,No,Yes
2012-10-13,38,8.7,18.3,4.4,4.0,11.0,WSW,33.0,WSW,S,26.0,24.0,46.0,48.0,1019.8,1019.5,1.0,1.0,14.6,16.8,Yes,No
2012-10-24,38,11.6,24.0,0.0,6.0,11.6,NNE,52.0,NW,NE,15.0,33.0,47.0,42.0,1024.3,1017.5,1.0,2.0,17.9,22.4,No,No
2012-10-25,38,14.4,28.9,0.0,8.2,10.5,NE,50.0,NW,NE,11.0,28.0,58.0,32.0,1013.0,1006.4,3.0,6.0,19.0,28.6,No,No
2012-11-03,38,13.3,18.4,6.2,5.6,0.0,SSE,37.0,SSW,SE,7.0,13.0,80.0,67.0,1021.0,1020.2,7.0,8.0,15.4,17.2,Yes,No
2012-11-06,38,20.2,28.2,0.0,9.0,8.9,NE,70.0,NNE,NE,15.0,48.0,54.0,50.0,1015.7,1012.1,6.0,4.0,25.7,26.8,No,No
2012-11-07,38,19.3,25.5,0.0,8.6,0.0,NNE,48.0,S,ENE,11.0,24.0,89.0,65.0,1013.8,1010.2,8.0,8.0,20.1,23.0,No,No
2012-11-12,38,12.9,25.2,0.0,6.0,11.3,NNE,61.0,NW,NE,17.0,39.0,47.0,41.0,1025.0,1019.5,4.0,7.0,20.0,23.4,No,No
2012-11-13,38,17.1,20.5,0.0,9.8,9.9,S,65.0,S,S,31.0,33.0,68.0,69.0,1020.4,1019.2,1.0,3.0,18.4,19.0,No,Yes
2012-11-14,38,15.5,22.0,2.4,8.0,0.3,E,35.0,WSW,E,13.0,26.0,89.0,66.0,1019.5,1017.4,8.0,8.0,16.3,18.9,Yes,No
2013-01-03,38,17.7,25.5,0.0,5.6,12.4,E,37.0,S,E,13.0,24.0,59.0,48.0,1018.9,1016.5,4.0,1.0,21.1,24.3,No,No
2013-01-17,38,21.1,30.1,0.0,8.2,12.1,NNE,50.0,SSE,ENE,15.0,33.0,82.0,55.0,1012.6,1007.7,5.0,1.0,23.1,28.5,No,No
2013-01-18,38,22.7,46.4,0.0,9.0,8.4,S,87.0,N,W,15.0,17.0,56.0,13.0,1002.7,997.5,0.0,3.0,29.3,44.9,No,Yes
2013-01-23,38,20.8,23.3,0.2,6.2,2.3,SSW,65.0,SSW,S,31.0,39.0,81.0,72.0,1015.4,1015.6,7.0,7.0,21.4,22.5,No,No
2013-01-30,38,20.2,26.6,0.6,5.6,8.5,S,33.0,S,SE,19.0,24.0,76.0,58.0,1014.9,1014.1,5.0,2.0,21.3,25.4,No,No
2013-01-31,38,21.1,30.5,0.0,5.6,12.2,NNE,61.0,N,NE,20.0,37.0,64.0,56.0,1013.2,1008.1,3.0,1.0,26.0,28.6,No,Yes
2013-03-07,38,19.8,29.1,0.0,7.4,11.4,NNE,46.0,NW,NE,15.0,30.0,61.0,43.0,1019.9,1017.2,1.0,1.0,23.9,28.5,No,No
2013-03-15,38,19.9,23.8,2.2,2.6,2.0,S,50.0,SSW,S,26.0,31.0,81.0,74.0,1016.1,1015.7,7.0,7.0,21.1,22.2,Yes,No
2013-03-25,38,18.6,25.8,0.0,7.0,11.0,SSW,39.0,NW,SSE,13.0,24.0,55.0,71.0,1018.2,1017.7,1.0,2.0,21.8,24.8,No,No
2013-03-31,38,17.9,24.8,0.0,5.0,7.3,S,48.0,WNW,S,17.0,31.0,69.0,45.0,1011.6,1011.1,7.0,6.0,18.7,23.3,No,Yes
2013-04-08,38,14.7,23.6,0.0,3.4,8.3,NW,26.0,NW,SE,13.0,15.0,65.0,61.0,1025.2,1024.0,1.0,6.0,20.4,22.5,No,Yes
2013-04-15,38,17.0,27.3,0.0,5.8,5.7,S,52.0,WNW,SSE,13.0,11.0,62.0,54.0,1010.3,1007.4,7.0,4.0,20.3,25.2,No,Yes
2013-04-23,38,12.6,24.7,0.0,3.6,10.4,WSW,50.0,W,SE,15.0,17.0,49.0,48.0,1012.9,1011.9,1.0,2.0,17.6,21.3,No,No
2013-05-28,38,12.5,20.6,6.2,1.2,3.2,NE,35.0,NNW,NE,9.0,26.0,92.0,68.0,1032.9,1030.1,8.0,8.0,14.3,18.2,Yes,No
2013-06-13,38,10.9,21.6,6.2,0.6,8.6,WNW,43.0,NW,NW,17.0,26.0,74.0,34.0,1006.9,1004.0,3.0,3.0,15.2,20.6,Yes,No
2013-06-19,38,9.3,15.0,12.2,3.2,0.0,SSW,65.0,SSW,SSW,30.0,39.0,73.0,85.0,1021.7,1021.4,6.0,7.0,12.5,12.7,Yes,Yes
2013-06-29,38,12.8,15.6,27.2,3.2,0.0,SE,31.0,E,SSE,9.0,24.0,85.0,80.0,1024.9,1022.9,8.0,8.0,14.2,13.9,Yes,Yes
2013-07-24,38,10.4,16.1,0.0,4.0,4.8,SSW,59.0,SSW,SSW,33.0,28.0,55.0,54.0,1026.3,1026.4,1.0,6.0,14.1,15.1,No,No
2013-07-27,38,6.9,19.8,0.0,1.8,9.9,ENE,30.0,NW,ENE,17.0,19.0,54.0,45.0,1030.8,1028.0,1.0,1.0,11.4,19.1,No,No
2013-07-28,38,7.9,20.1,0.0,3.6,6.8,NNE,35.0,NNW,NNE,9.0,17.0,71.0,47.0,1029.8,1025.5,6.0,6.0,11.8,19.6,No,No
2013-08-02,38,8.6,21.3,0.0,2.2,6.8,WNW,37.0,WNW,W,15.0,24.0,71.0,26.0,1018.1,1012.6,7.0,3.0,11.9,20.6,No,No
2013-08-10,38,10.7,23.8,0.0,4.0,10.6,W,39.0,W,W,11.0,17.0,40.0,26.0,1015.9,1013.2,0.0,1.0,15.1,23.7,No,No
2013-08-13,38,8.3,22.6,0.0,5.8,10.8,WSW,43.0,N,WNW,17.0,11.0,25.0,21.0,1013.5,1012.1,1.0,1.0,16.4,22.0,No,No
2013-08-14,38,11.6,24.7,0.0,4.2,10.7,NW,56.0,N,NW,24.0,35.0,28.0,15.0,1013.3,1007.4,2.0,1.0,17.8,23.6,No,No
2013-08-28,38,11.7,20.8,0.0,3.0,10.8,SSE,39.0,W,SSE,15.0,22.0,58.0,54.0,1021.3,1020.3,1.0,2.0,16.5,18.4,No,No
2013-09-07,38,15.8,32.4,0.0,3.2,9.1,SSW,50.0,NNW,S,17.0,26.0,51.0,74.0,1022.3,1017.9,5.0,4.0,21.7,21.6,No,No
2013-09-12,38,11.4,24.7,0.0,6.4,10.2,SSW,80.0,W,W,17.0,28.0,36.0,19.0,1015.4,1010.3,1.0,4.0,18.0,23.5,No,No
2013-09-13,38,9.4,18.9,0.0,5.6,6.1,SSW,41.0,SSW,ENE,28.0,20.0,65.0,44.0,1021.9,1018.0,7.0,7.0,14.6,16.8,No,Yes
2013-09-20,38,12.2,22.6,0.0,6.2,10.3,WSW,72.0,NNW,W,19.0,50.0,28.0,28.0,1007.9,1006.8,2.0,6.0,18.7,18.0,No,No
2013-09-22,38,10.9,24.2,0.0,4.6,10.5,NE,31.0,NW,ENE,13.0,22.0,46.0,,1014.9,1011.3,1.0,2.0,18.3,23.2,No,No
2013-09-24,38,17.0,30.4,0.0,7.4,5.3,W,46.0,NNE,NE,11.0,11.0,28.0,24.0,1003.9,1000.2,7.0,5.0,23.7,29.0,No,No
2013-10-02,38,12.3,27.8,0.0,9.8,11.2,N,48.0,NNW,NW,24.0,26.0,27.0,15.0,1015.4,1007.3,1.0,7.0,19.0,27.1,No,No
2013-10-18,38,13.2,20.9,0.0,13.4,11.2,SW,57.0,SW,E,20.0,28.0,40.0,42.0,1025.8,1025.1,2.0,2.0,17.2,19.5,No,No
2013-10-26,38,12.8,22.1,0.0,8.8,11.6,SSE,43.0,WSW,SE,31.0,28.0,31.0,41.0,1021.0,1019.3,7.0,1.0,17.2,21.3,No,No
2013-10-30,38,13.0,20.9,0.6,7.4,12.0,SSE,52.0,SSW,SE,26.0,24.0,62.0,49.0,1019.7,1018.3,6.0,2.0,16.5,19.4,No,No
2013-11-14,38,16.9,28.6,0.0,9.6,13.2,W,43.0,WSW,ESE,20.0,28.0,27.0,36.0,1014.3,1011.4,0.0,1.0,21.9,23.4,No,No
2013-11-27,38,14.2,24.1,0.0,5.6,12.6,E,41.0,WNW,E,13.0,28.0,46.0,45.0,1018.2,1014.7,1.0,1.0,20.5,22.6,No,No
2013-11-29,38,19.6,20.7,0.0,10.6,0.0,SSW,69.0,S,SSW,20.0,41.0,76.0,82.0,1005.9,1009.0,8.0,7.0,20.5,17.0,No,Yes
2013-12-05,38,18.7,27.5,3.4,8.0,8.4,W,94.0,SW,W,13.0,54.0,87.0,29.0,997.0,997.5,7.0,6.0,20.6,20.5,Yes,No
2013-12-10,38,24.1,34.4,0.0,8.0,12.0,SSE,59.0,NW,ESE,28.0,26.0,30.0,37.0,1002.5,1002.8,1.0,1.0,29.8,29.1,No,No
2013-12-12,38,19.7,27.0,0.0,10.4,9.7,NE,56.0,ENE,ENE,20.0,31.0,64.0,56.0,1012.0,1009.8,6.0,2.0,21.6,24.4,No,No
2013-12-21,38,21.4,26.3,0.0,11.6,9.9,S,61.0,SSW,S,31.0,43.0,72.0,79.0,1016.8,1015.6,6.0,1.0,23.1,23.1,No,No
2013-12-25,38,18.1,21.5,0.4,3.6,0.0,NE,37.0,NW,NE,9.0,20.0,91.0,89.0,1019.3,1016.5,8.0,8.0,18.9,20.9,No,Yes
2013-12-30,38,18.4,25.6,0.0,11.4,10.2,ENE,48.0,E,ENE,13.0,33.0,48.0,43.0,1015.4,1011.7,5.0,1.0,22.1,24.7,No,No
2014-01-03,38,20.5,28.3,0.4,5.6,5.6,ENE,41.0,NE,NE,22.0,28.0,60.0,45.0,1005.2,999.8,7.0,6.0,23.1,26.9,No,No
2014-01-04,38,20.2,26.3,0.0,7.4,11.2,S,65.0,SSW,ESE,28.0,26.0,67.0,51.0,1003.4,1002.5,1.0,1.0,21.9,24.7,No,No
2014-01-05,38,20.3,29.0,0.0,8.2,12.2,NE,72.0,NNE,NE,17.0,43.0,58.0,55.0,1010.5,1005.4,6.0,2.0,24.5,28.2,No,No
2014-01-11,38,19.7,31.9,0.0,7.2,10.9,NE,37.0,WNW,NE,9.0,28.0,60.0,41.0,1018.7,1014.3,1.0,2.0,25.0,30.4,No,No
2014-01-29,38,20.8,30.9,0.0,12.0,13.0,NE,57.0,NNW,NE,11.0,31.0,62.0,42.0,1017.0,1013.7,0.0,1.0,25.5,29.1,No,No
2014-02-01,38,20.8,27.8,0.0,11.0,10.6,SSW,44.0,S,SE,24.0,24.0,81.0,63.0,1015.3,1012.7,6.0,3.0,22.4,26.6,No,No
2014-02-03,38,21.9,30.1,0.0,12.0,11.6,NNE,65.0,NNE,NE,35.0,41.0,52.0,38.0,1015.6,1011.8,1.0,0.0,25.2,29.1,No,No
2014-02-15,38,21.2,27.1,2.6,2.2,0.0,NNE,35.0,N,NE,15.0,20.0,87.0,79.0,1003.6,999.3,8.0,8.0,22.6,24.4,Yes,Yes
2014-02-19,38,21.0,29.3,0.0,2.2,1.8,WNW,41.0,N,NW,13.0,13.0,79.0,91.0,1004.8,1002.2,7.0,8.0,24.2,24.2,No,Yes
2014-02-21,38,18.4,25.5,0.0,11.4,11.9,WSW,48.0,WSW,SSE,19.0,28.0,30.0,56.0,1016.0,1015.9,1.0,1.0,21.0,23.5,No,No
2014-02-22,38,18.9,24.3,0.0,5.8,9.2,S,37.0,SSW,SSE,22.0,24.0,83.0,63.0,1020.5,1019.3,7.0,4.0,19.7,22.3,No,No
2014-02-27,38,20.3,21.8,6.2,5.2,0.2,S,54.0,S,SSE,33.0,35.0,90.0,83.0,1017.3,1019.2,7.0,7.0,21.3,20.7,Yes,No
2014-03-10,38,21.8,29.5,0.0,6.8,11.0,ENE,41.0,NNE,ENE,17.0,30.0,61.0,43.0,1023.4,1021.4,3.0,2.0,24.9,27.7,No,No
2014-03-30,38,19.5,25.1,0.0,3.6,10.1,SSE,35.0,SSW,SSE,15.0,24.0,78.0,67.0,1020.1,1019.3,3.0,3.0,21.7,24.4,No,Yes
2014-04-06,38,17.0,21.3,2.2,4.6,1.1,SSE,59.0,SSW,SSW,26.0,22.0,82.0,90.0,1020.8,1021.1,7.0,8.0,19.9,19.5,Yes,Yes
2014-04-10,38,17.9,24.0,0.0,2.6,0.0,NW,20.0,W,NNE,9.0,13.0,74.0,78.0,1016.8,1012.8,7.0,8.0,20.2,20.9,No,Yes
2014-04-21,38,12.6,23.7,0.0,4.0,9.7,WNW,28.0,NW,SE,17.0,17.0,43.0,40.0,1021.1,1018.5,1.0,3.0,16.6,22.0,No,No
2014-04-23,38,13.6,24.1,0.0,4.2,9.0,NW,26.0,NW,SE,15.0,11.0,46.0,46.0,1017.6,1014.8,7.0,3.0,19.1,23.3,No,No
2014-04-30,38,18.4,23.9,3.4,5.0,7.1,W,50.0,WSW,WSW,13.0,26.0,82.0,32.0,1012.4,1011.7,7.0,2.0,19.6,21.6,Yes,No
2014-05-22,38,13.0,26.5,0.0,2.2,9.4,NW,28.0,NW,W,17.0,9.0,66.0,26.0,1023.3,1018.5,1.0,1.0,17.3,26.0,No,No
2014-05-26,38,14.2,25.1,0.0,3.4,9.4,N,31.0,NW,NE,13.0,19.0,64.0,56.0,1023.3,1020.6,6.0,6.0,19.2,24.2,No,No
2014-06-07,38,10.1,17.5,1.4,2.4,7.8,SSW,50.0,WNW,SSW,19.0,26.0,60.0,65.0,1027.1,1024.9,2.0,6.0,13.3,17.0,Yes,No
2014-06-15,38,10.2,17.0,0.2,2.6,1.2,WSW,56.0,NW,WSW,20.0,35.0,60.0,47.0,1008.9,1008.4,7.0,7.0,12.6,16.8,No,No
2014-06-17,38,8.9,18.3,0.0,4.4,9.1,W,48.0,WNW,SSW,20.0,30.0,52.0,51.0,1023.4,1023.9,1.0,5.0,15.1,17.4,No,No
2014-06-26,38,9.5,22.0,0.0,4.8,9.8,WNW,44.0,NW,WSW,22.0,19.0,36.0,29.0,1018.7,1017.9,1.0,5.0,16.7,19.9,No,No
2014-07-05,38,8.3,18.2,0.0,3.6,9.6,WNW,57.0,NW,WNW,17.0,33.0,47.0,28.0,1015.9,1012.2,1.0,1.0,12.6,17.6,No,No
2014-07-13,38,6.2,14.1,0.0,3.6,9.6,SSW,46.0,W,SSW,17.0,30.0,48.0,58.0,1027.3,1027.4,1.0,3.0,9.7,13.7,No,No
2014-07-21,38,8.6,17.0,0.0,2.0,7.5,SSW,33.0,NW,S,13.0,22.0,55.0,72.0,1026.7,1023.2,7.0,7.0,12.3,15.1,No,No
2014-07-24,38,8.0,19.8,0.0,0.6,2.4,NNE,24.0,NNW,N,9.0,15.0,68.0,44.0,1022.3,1018.8,5.0,7.0,13.8,19.5,No,No
2014-08-02,38,7.2,13.8,0.0,6.4,10.0,SSW,52.0,W,S,35.0,33.0,38.0,45.0,1024.7,1026.9,1.0,1.0,10.5,13.5,No,No
2014-08-03,38,4.9,15.1,0.0,3.8,9.5,SSW,31.0,NW,SE,15.0,17.0,47.0,51.0,1034.0,1032.3,1.0,1.0,10.6,14.5,No,No
2014-08-06,38,6.7,21.8,0.0,2.6,10.1,WNW,35.0,NW,N,17.0,15.0,46.0,24.0,1032.6,1025.9,1.0,1.0,11.8,21.0,No,No
2014-08-13,38,8.3,14.4,18.2,3.6,10.1,SSW,48.0,SSW,S,31.0,26.0,65.0,52.0,1033.1,1031.9,2.0,2.0,12.5,14.0,Yes,No
2014-08-14,38,6.3,16.5,0.0,2.8,10.3,S,35.0,NW,S,15.0,24.0,50.0,64.0,1034.9,1032.6,1.0,2.0,12.2,15.2,No,No
2014-08-15,38,7.5,17.6,0.0,3.4,9.3,SW,31.0,NW,SE,13.0,17.0,62.0,62.0,1031.5,1026.6,1.0,1.0,13.5,16.5,No,No
2014-08-17,38,10.6,17.4,35.6,,2.2,E,43.0,E,NW,24.0,28.0,91.0,77.0,1010.6,1004.1,8.0,7.0,14.7,16.6,Yes,Yes
2014-08-28,38,12.6,18.7,12.4,6.6,8.8,SE,50.0,SSE,SSE,28.0,31.0,57.0,55.0,1026.7,1025.9,2.0,4.0,17.4,16.8,Yes,Yes
2014-09-02,38,15.0,17.8,0.0,5.2,1.5,WSW,59.0,W,SW,9.0,28.0,51.0,75.0,1009.2,1008.0,5.0,7.0,16.6,13.2,No,Yes
2014-09-03,38,8.7,15.1,5.2,4.2,7.7,SSW,83.0,SSW,SW,52.0,48.0,54.0,44.0,1013.1,1012.3,6.0,5.0,13.1,14.8,Yes,No
2014-09-20,38,8.7,17.9,0.0,4.2,11.0,S,46.0,SSW,SSE,13.0,26.0,57.0,47.0,1024.6,1023.8,1.0,1.0,15.7,17.2,No,No
2014-09-28,38,11.3,25.2,0.0,5.4,11.2,NE,57.0,N,NE,20.0,39.0,52.0,44.0,1021.7,1015.7,0.0,0.0,19.3,22.5,No,No
2014-10-15,38,9.9,16.4,106.8,,0.1,SSW,102.0,SW,SW,48.0,48.0,79.0,54.0,1011.9,1013.5,8.0,7.0,12.0,14.8,Yes,No
2014-10-16,38,9.9,22.8,0.4,4.0,11.7,NE,39.0,NW,ENE,11.0,28.0,55.0,38.0,1018.4,1015.6,2.0,6.0,16.2,20.1,No,No
2014-10-25,38,17.9,25.4,0.2,6.0,8.4,SSW,41.0,WNW,SSE,11.0,31.0,70.0,83.0,1015.2,1013.9,1.0,6.0,23.0,21.3,No,No
2014-10-26,38,18.0,30.9,0.8,5.0,11.2,S,50.0,NW,S,13.0,33.0,69.0,79.0,1010.1,1008.4,0.0,5.0,23.4,21.1,No,No
2014-10-27,38,19.2,33.2,0.0,6.6,8.9,NW,83.0,N,NW,19.0,57.0,62.0,20.0,1007.7,1002.6,5.0,7.0,23.1,30.8,No,No
2014-10-31,38,16.7,31.9,0.0,9.2,11.7,NE,50.0,W,ENE,9.0,28.0,57.0,29.0,1013.3,1007.7,1.0,6.0,22.2,29.8,No,No
2014-11-03,38,13.4,22.7,0.0,7.8,6.8,ESE,39.0,WNW,SE,9.0,28.0,55.0,65.0,1025.3,1023.9,3.0,4.0,16.8,18.0,No,No
2014-11-07,38,15.8,23.5,0.0,6.2,11.9,ESE,37.0,SSE,ESE,11.0,22.0,64.0,53.0,1019.5,1019.6,4.0,5.0,18.8,21.6,No,No
2014-11-16,38,17.6,29.0,5.8,5.0,7.3,W,85.0,N,W,20.0,57.0,88.0,23.0,1004.7,1001.5,8.0,2.0,18.7,27.7,Yes,No
2014-11-17,38,15.2,24.6,0.0,7.0,12.6,E,39.0,SW,ENE,11.0,30.0,45.0,38.0,1013.9,1011.9,2.0,3.0,20.3,22.9,No,No
2014-11-23,38,20.3,33.0,0.0,6.0,10.6,S,57.0,WNW,NE,7.0,26.0,65.0,41.0,1011.4,1007.3,3.0,3.0,25.5,31.9,No,No
2014-11-24,38,21.0,30.0,0.0,7.2,6.4,E,35.0,SSW,ENE,15.0,28.0,77.0,69.0,1015.1,1007.2,6.0,6.0,22.7,24.9,No,Yes
2014-12-05,38,19.5,29.3,21.4,11.0,6.9,SW,41.0,NW,ENE,20.0,26.0,62.0,41.0,1008.3,1005.4,7.0,5.0,24.2,28.1,Yes,No
2014-12-19,38,18.5,22.7,0.0,6.6,10.8,SSW,69.0,S,SSE,37.0,28.0,61.0,46.0,1012.6,1013.3,1.0,1.0,19.9,21.2,No,No
2014-12-20,38,17.8,23.7,0.0,8.4,9.5,E,37.0,SSE,E,13.0,26.0,54.0,45.0,1018.6,1016.5,5.0,1.0,19.4,23.2,No,No
2014-12-31,38,19.3,26.0,0.0,9.6,8.0,S,50.0,E,E,15.0,26.0,61.0,52.0,1015.5,1014.5,5.0,2.0,21.6,24.9,No,No
2015-01-09,38,22.4,33.3,0.0,13.6,8.7,NE,57.0,E,NE,9.0,37.0,64.0,51.0,1010.6,1007.2,1.0,2.0,27.1,29.8,No,No
2015-01-24,38,23.2,31.6,0.0,9.2,9.8,NE,52.0,NNE,NE,15.0,37.0,62.0,41.0,1008.0,1004.6,1.0,1.0,27.5,31.1,No,No
2015-01-29,38,15.2,21.7,6.2,2.8,12.2,S,65.0,SSW,S,33.0,39.0,59.0,54.0,1012.8,1010.9,3.0,3.0,18.2,21.0,Yes,No
2015-01-31,38,17.0,25.6,0.0,5.8,11.7,SSE,31.0,SW,SE,9.0,22.0,62.0,39.0,1008.2,1005.8,2.0,2.0,20.1,25.0,No,No
2015-02-02,38,19.4,22.7,0.0,6.6,8.7,S,67.0,SSW,S,30.0,46.0,71.0,71.0,1015.5,1016.0,7.0,2.0,20.5,22.0,No,No
2015-02-21,38,20.8,24.7,5.8,2.8,0.0,NE,37.0,S,SE,11.0,19.0,86.0,81.0,1017.1,1016.0,8.0,8.0,22.0,23.6,Yes,Yes
2015-02-22,38,20.5,27.7,3.6,3.4,10.7,ENE,37.0,E,E,17.0,26.0,77.0,58.0,1017.7,1016.9,3.0,6.0,24.4,27.4,Yes,No
2015-02-24,38,22.0,24.1,0.0,5.2,6.2,S,63.0,SSW,S,17.0,43.0,87.0,74.0,1014.8,1015.2,7.0,6.0,22.6,23.0,No,No
2015-03-01,38,21.5,37.9,0.0,6.0,7.0,SSW,96.0,N,E,11.0,22.0,66.0,27.0,1006.0,1002.5,1.0,7.0,25.7,37.9,No,Yes
2015-04-10,38,14.7,20.3,0.4,5.2,6.0,S,50.0,SW,S,28.0,28.0,81.0,,1024.5,1022.9,7.0,3.0,17.0,19.8,No,Yes
2015-04-18,38,20.2,29.4,1.2,2.0,5.0,NNW,56.0,N,N,24.0,31.0,60.0,48.0,1017.4,1013.5,7.0,8.0,24.9,27.3,Yes,Yes
2015-04-20,38,13.9,17.2,5.4,3.2,0.0,S,91.0,S,SSE,41.0,52.0,97.0,97.0,1023.3,1020.6,8.0,8.0,15.3,16.4,Yes,Yes
2015-05-02,38,16.3,23.6,10.4,2.6,2.3,ENE,50.0,ESE,E,19.0,20.0,77.0,92.0,1020.8,1016.6,7.0,7.0,21.5,19.6,Yes,Yes
2015-05-11,38,15.4,22.2,0.0,5.0,10.2,WNW,67.0,NW,WSW,20.0,39.0,38.0,37.0,1010.3,1009.8,1.0,1.0,18.8,21.3,No,No
2015-05-12,38,11.8,23.5,0.0,6.6,10.3,WNW,61.0,NW,WNW,17.0,41.0,44.0,29.0,1014.0,1009.9,0.0,1.0,18.2,22.5,No,No
2015-05-24,38,8.2,18.6,0.0,2.8,8.1,S,35.0,NW,SSE,15.0,11.0,70.0,52.0,1032.3,1030.7,3.0,2.0,11.2,17.7,No,No
2015-06-03,38,6.7,16.5,0.0,3.2,8.8,WNW,37.0,WNW,S,20.0,20.0,52.0,63.0,1023.0,1020.7,1.0,6.0,10.5,15.5,No,No
2015-06-16,38,14.5,17.9,2.6,,0.3,NNE,30.0,NW,N,11.0,15.0,79.0,89.0,1022.6,1018.3,7.0,7.0,16.8,16.6,Yes,Yes
2015-07-20,38,7.8,15.6,0.0,1.6,4.2,S,33.0,NNW,SSE,11.0,13.0,67.0,78.0,1034.6,1032.2,3.0,6.0,12.5,14.4,No,No
2015-07-26,38,10.7,21.6,0.0,4.6,9.3,WNW,61.0,N,WNW,17.0,43.0,46.0,25.0,1016.9,1012.3,6.0,1.0,15.0,20.3,No,No
2015-08-28,38,10.5,18.9,0.0,2.8,9.2,WSW,52.0,WSW,S,28.0,24.0,49.0,57.0,1019.8,1018.8,3.0,5.0,14.7,17.6,No,No
2015-09-12,38,11.2,26.1,0.0,7.4,10.4,E,31.0,NW,E,13.0,24.0,60.0,38.0,1028.3,1024.6,1.0,5.0,18.1,22.1,No,No
2015-10-01,38,16.4,24.8,0.0,5.6,9.6,ENE,41.0,NNW,NE,9.0,28.0,62.0,57.0,1026.3,1022.5,4.0,1.0,21.3,23.8,No,No
2015-10-02,38,16.9,23.5,0.0,4.8,10.5,S,46.0,WSW,ENE,11.0,28.0,77.0,52.0,1033.5,1031.6,1.0,1.0,19.5,22.3,No,No
2015-10-03,38,14.4,31.3,0.0,7.2,11.1,NE,33.0,NW,ENE,17.0,19.0,54.0,33.0,1030.6,1024.3,0.0,1.0,21.9,29.5,No,No
2015-10-21,38,19.0,29.1,4.8,7.6,3.4,NNE,39.0,NW,SW,9.0,9.0,56.0,60.0,1013.8,1011.4,4.0,7.0,25.0,25.4,Yes,Yes
2015-10-22,38,18.8,20.3,3.6,5.0,0.7,S,74.0,SSW,SSW,17.0,43.0,90.0,84.0,1011.5,1010.3,7.0,7.0,19.4,19.1,Yes,Yes
2015-10-30,38,15.3,24.8,0.0,8.0,9.3,NE,44.0,W,NE,9.0,31.0,52.0,41.0,1023.7,1020.6,1.0,7.0,20.7,23.8,No,No
2015-11-12,38,18.3,26.4,,,4.2,NNE,54.0,NNE,NE,24.0,28.0,52.0,65.0,1020.3,1017.9,7.0,8.0,23.9,22.6,,Yes
2015-11-17,38,14.3,26.2,0.0,8.0,12.6,NNE,50.0,NW,NE,13.0,33.0,51.0,37.0,1019.2,1015.6,0.0,2.0,21.1,25.5,No,No
2015-11-22,38,18.3,23.2,0.0,6.2,2.7,NNE,37.0,E,NNE,20.0,20.0,55.0,52.0,1019.8,1016.7,7.0,8.0,20.1,22.1,No,No
2015-12-03,38,16.9,23.4,0.2,9.2,8.1,SE,31.0,SSE,SE,17.0,24.0,55.0,47.0,1027.2,1026.1,7.0,5.0,19.0,21.3,No,No
2015-12-24,38,18.1,25.4,0.0,5.0,9.5,ESE,39.0,ESE,ESE,24.0,22.0,53.0,55.0,1020.0,1018.9,4.0,2.0,22.8,23.0,No,No
